,Channel_Id,Description,Category
325,UCnw6jUU0KaCjgAiRsbuiCgg,"Cineulagam - Cineulagam is South India's best YouTube Channel and your final stop for BEST IN CLASS content from TAMIL FILM INDUSTRY. Get all the latest updates on the best Tamil movies, Kollywood events, and Celebrity Interviews.   Cineulagam presents all Kollywood events and news like audio releases, press meets success parties, exclusive interviews, and live hangouts with your favorite stars. Special attractions like Unexpected Show, Celebrity Interviews, Debate Shows, Game Shows, are the highlights of our channel and many more new shows are yet to come. Stay Tuned with Us.  Subscribe to Cineulagam : https://www.youtube.com/c/Cineulagam  For any copyright queries, please reach out to pr@cineulagam.com  The official Website of our channel is Cineulagam.com",Cine Entertainment
326,UCVanWe2bsVBiZfBcV6Pa27w,"Aadhan Cinema -  Welcome To Aadhan Cinema  At Aadhan Cinema Entertainment is redefined with latest tamil film news updates, celebrity talk shows, reviews, short films and public reviews. Stay tuned for your daily dose of entertainment!  Don't Forget to ""SUBSCRIBE"" The channel.  Kindly Like, Share and Comment.  For Brand Partnerships and Collaborations, reach us at  +91 86670 52845 (Call / WhatsApp / Telegram) E-Mail: tamil@aadhan.in   Thankyou for Visiting... Keep in Touch... ",Cine Entertainment
327,UC2MgcperJNAFDQgafrijUnA,"Cinema Express - Cinema Express is the cinema wing of The New Indian Express, with particular focus on South India. The New Indian Express is published by Express Publications (Madurai) Limited from 25 centres in Tamil Nadu, Karnataka, Andhra Pradesh, Kerala and Odisha. The company also publishes the Tamil daily, Dinamani, Cinema Express (Tamil), Malayalam Varika (Malayalam), Sakhi (Kannada), and Sunday Standard from New Delhi.",Cine Entertainment
328,UC-Hm8vtPdB9DDVFEOJMwBzg,"Tamil cinema - Tamil Cinema is an exclusive Tamil movie YouTube Channel and the Official channel of MODERN CINEMA DVD. Stay connected and enjoy  Tamil  movies in HD,  and a collection of Very Rare Old Movies , playlists with the best  Back to Back Comedy, Tamil HD Songs, and much more.",Cine Entertainment
329,UC7z3Odkn0pDTbZoLSbzmmHA,"Cinema Ticket - Latest Kollywood videos, Interesting information from famous Tamil Movies, Unknown things about Tamil Cinema and many more.  To Advertise your brand in our Videos - Contact - reach.cinematicket@gmail.com",Cine Entertainment
330,UC7wwTyPDetsxqT2ZUj_dVoA,"AllCineGallery - Tamil - Welcome to the AllCineGallery Tamil Channel. It is the entertainment channel that brings you latest Tamil cinema news, Kollywood news, gossips, interesting top 10 list, TV show, tamil cinema review, songs, serials, trailers, celebrity interviews, actor & actress photos, tamil cinema industry and all Indian movie industries happenings in Tamil.   Subscribe this channel to watch all new interesting videos.  Subscribe: https://goo.gl/AWplFK   Follow Us On:  Web: http://allcinegallery.com Fb: https://www.facebook.com/AllCineGallery Twitter: https://twitter.com/Allcinegallery Google+: http://goo.gl/oW1lRo",Cine Entertainment
331,UCRTmSft-1I9f0yzTnz32oMg,"Valai Pechu - Our Channel speaks in and out of Kollywood Cinema. We speak the truth behind the Cine Industry. Cine Reviews with  no Partiality. Not only Cinema, the Channel discusses the Current Political Trends, Social Issues, Sports, Entertainment and all the interesting news feeded with Truth... Truth and Truth Only",Cine Entertainment
332,UCDRbbmml3w9EDywmE6E98pA,"Manobala's Waste Paper - Welcome to Manobala's Waste Paper YouTube channel! We are one of the fast-growing online media group in India. This channel is specifically created to share the fun behind the camera, unknown stories about movies and celebrities. We will give exclusive interviews of actors, actresses, and celebrities.  For Advertisement & Enquiries: manobalaswastepaper@gmail.com  ",Cine Entertainment
333,UC5Va8SDMp-yviytKMh9YaNQ,Touring Talkies - 100% Cinema,Cine Entertainment
334,UC05YhNAAq6DvKVQbmxK1oag,"Cinema News Updates - One stop destination for all Tamil Cinema News. Cinema News Updates is a Official News Channel of Tamil Cinema ( Kollywood ).We Given Tamil cinema latest news, Tamil New Movie Updates, First Look , Teaser, Trailer , Single Track, Upcoming Movie Updates, Movie Reviews, Audio Launch , Celebrity Special Interview , Press Meet Speech  and interviews.  You can link with Facebook, Twitter and Instagram also. That link Given below You can check it.  தமிழ் சினிமாவை பற்றிய செய்திகளை உடனுக்குடன் தெரிந்துகொள்ள நம்ம CINEMA NEWS UPDATES  யூடியுப் பக்கத்தில் இணைந்திருங்கள்.  Like  ......Facebook Page Follow........ Twitter",Cine Entertainment
335,UCs9cS7CEy6nkD_R-VsiB8UA,"4thPillar Tamil - The Official Tamil Channel of 4th Pillar Tamil. Stay updated with the latest Tamil ( Kollywood ) movie news, Gossips, Audio Launch, Press Meet, Celebrity Interviews, Trailers, Shooting Spot, Movie Scenes, Comedy, Songs, Review, Preview, Political News and a lot more for this is your one stop destination for entertainment!",Cine Entertainment
336,UCEDhLZl5z7wYQEO3gvhEG7w,"Tamil Speedy - The Official Tamil Channel of TAMIL SPEEDY  . Stay updated with the latest Tamil ( Kollywood ) movie news Gossips  Audio Launch  Press Meet, Celebrity Interviews Trailers Shooting Spot Movie Scenes Comedy Songs Review Preview and a lot more for this is your Non stop destination for entertainment! TAMIL SPEEDY YOUTUBE CHANNEL GIVES YOU BEST TAMIL NEWS AS FAST AS AVAILABLE BE CONNECTED WITH US TO KNOW WORLD WIDE TAMIL NEWS IN OUR TAMIL LANGUAGE. PLEASE SUBSCRIBE TO OUR CHANNEL FOR DAILY UPDATE  .",Cine Entertainment
337,UCYRAQxXSunzoKlX6ZRD3BOA,"Youth Central Tamil - The Official Tamil Channel of Youth Central. Stay updated with the latest Tamil ( Kollywood ) movie news, Gossips, Audio Launch, Press Meet, Celebrity Interviews, Trailers, Shooting Spot, Movie Scenes, Comedy, Songs, Review, Preview and a lot more for this is your one stop destination for entertainment!",Cine Entertainment
338,UCKtcc8SgtIQ3WyhIga0Fzuw,"Wetalkiess - Hello Makkale, Wetalkiess is an entertainment Channel where we share yu te latest Tamil Cinema News, Tamil Movie Reviews, Tamil Cinema Gossips, Tamil Actor Actress Viral Videos, Kollywood News, Tamil Cinema Entertainment Videos, Tamil Actor Actress Photoshoot, Kollywood Celebrities Interview and so on. Do subscribe to our channel and get the latest updates.",Cine Entertainment
339,UCjvlGpg8tXylzRqdFExxUZw,"SumanTV - SumanTV is an official YouTube Channel which will constantly keep you updated with the latest breaking news, trending topics, entertainment videos, viral  videos, health and beauty tips, numerology tips and others. Stay updated with Tollywood latest happenings and other social media viral news exclusively on SumanTV Telugu.   Suman TV is always at the forefront in providing it's users with a variety of contents with Celebrity interviews, politicians interviews, interviews with astrologists, Devotional Interviews which will be taken by experienced and content driven SumanTV anchors like Jaya, Nirupama, Nagaraju, Roshan, Netaji, Geeta, Manjusha.  For Advertisements or Collaborations do reach us at brands@sumantv.com  And Also Follow Us On : Website: https://sumantv.com/ Facebook: https://www.facebook.com/SumanTvOfficial Instagram: https://www.instagram.com/sumantvinsta Twitter: https://twitter.com/SumanTvOfficial Google News : http://bit.ly/GoogleNewsSumanTV ",Cine Entertainment
340,UCTAG4XZHdAlN2-m4rr9WKoA,Sakshi TV ET -  ,Cine Entertainment
341,UCxiv-IYyYR725C2apG_w6fQ,TV5 Tollywood - ,Cine Entertainment
342,UCXjhJbviBl0M4JAC3cxDXqA,"TeluguOne - TeluguOne – Connecting People Across The Globe  TeluguOne YouTube Channel is South India’s No 1 Digital media platform. TeluguOne YouTube Channel is one of the largest Telugu Community Portal with the most innovative & entertaining videos in the form of Originals like Short Films, Web Series, Comedy Skits, Personality Development videos.",Cine Entertainment
343,UC2WXzlVnyJMLw3obRc84gYg,Film Tree - Film Tree Channel is Completely Entertainment Hub..,Cine Entertainment
344,UCBHPV302_yy5nb9BwY8vyQA,Daily Culture - ,Cine Entertainment
345,UCintIUOJEktQBfhEI9XXpuw,"Telugu Filmnagar - Telugu FilmNagar (TFN) is South India's #1 YouTube Channel and your final stop for BEST IN CLASS content from TELUGU FILM INDUSTRY, crossing 10 Million Subscribers. Get all the latest updates of the Best Telugu Full Movies, Telugu Movie Trailers, Telugu Video Songs, Telugu Comedy Scenes, Telugu HD movies, Tollywood Events and other ultimate beautiful enigmatic classic flicks! Tollywood movies covering All Genres, Action, Comedy, Drama, Horror, Suspense.   Enjoy watching all latest Tollywood events like Audio Releases, Press Meets, Success Parties, Exclusive Interviews and Live Hangouts with your Favorite Stars. Get everything about Telugu movies like Posters, Motion Posters, First Looks, Teasers, Trailers, Promos, Songs, Scenes and Spoofs. Special attractions like Star Show With RJ Hemanth, Celebrity Interviews, Kaaki Janaki, Top Trending Videos and many more.  For Business Inquiries:  info@whackedout.in  For Copyrights Issues: claims@whackedout.in ",Cine Entertainment
346,UCFgjPkfDFtyheoTndkbRWVQ,"Filmylooks - Welcome to Filmy Looks!  Filmy Looks is the celebrated hub of our Tollywood Industry. Its All about Movies. Get latest videos on your favourite Tollywood celebrities and catch them on all the events around you.   It's the first stop for all the recent gossips and news of your favourite stars and movies, upcoming film previews, First looks, latest events, trailers, feature stories, along with some fashion analysis.  Subscribe and stay connected to view Updates on TELUGU CINEMA......  Enjoy & Have Fun! Filmy looks.",Cine Entertainment
347,UCzOrpRAPhzLet9lCv1unRqw,"Socialpost TV - Socialpost Tv is one of the fastest-growing Filmy and Political Nature YouTube Channels.   Socialpost Tv presents Celebrity Interviews, Movie Promotions, Movie Reviews, Movie Public Talks, Tollywood Movie Updates, Comedy Shows, Short Films, Web Series, Political Leaders Interviews, Political Critical Analysis, and Political Updates.  Please subscribe to our SOCIALPOST TV channel. We assure you that we will keep you entertained and informed about daily happenings.  For any Brand Promotions, Movie Promotions, Celebrity Interviews, Political Interviews,   Kindly contact us on brands@rmedia24.com",Cine Entertainment
348,UCdBHra4WniPgCcv6EQdRGWQ,"Saroja Tv - Saroja Tv  This Channel Provide Content To Gossips , Public Talks , Movie Reviews , Show Reviews , Interviews , Genuine Videos So Please Watch And Subscribe This Channel.",Cine Entertainment
349,UC9uNpqgB0PfH1-hHQrUWXyw,Cinema Beyond Entertainment - Cinema Beyond Entertainment is a collection of video essays where movies from around the world are analysed through different cinematic lenses.  Founder: Vinit Masram,Cine Entertainment
350,UCaYjWXVxleI2aDlpXI8qGOA,"Celebrity News - Celebrity news is one of the biggest Bollywood entertainment channel. Celebrity gives you Bollywood news as quickly as possible. Celebrity news always tries to upload quality content on a regular basis. Celebrity news mostly prefers quality over quantity. Celebrity news uploads twice a day or sometimes thrice. Celebrity news channel posts videos related to Bollywood updates, latest Bollywood news, entertainment and television news, celebrity lifestyle, celebrity unknown facts, Box office collections and many more. Celebrity news is a channel that is based on the Hindi language. Celebrity news posts content that is only related to India  Copyright Disclaimer: Under section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as Criticism, Comment, News reporting, Teaching, Scholarship and Research.  ✔ In case of objection or any inquiries please write us at cnnews72@gmail.com    Our Official Website :- https://celebriynews.blogspot.com/",Cine Entertainment
351,UC55os7K-eMLTJy_aXzm5sHw,"Film Companion - Welcome to Film Companion’s channel, your #1 platform for the top videos from the world of entertainment. Film Companion is India’s premium movie portal.  Here you’ll find the latest interviews with your favourite stars like Shah Rukh Khan, Salman Khan, Priyanka Chopra, Deepika Padukone, Anurag Kashyap, Imtiaz Ali, video essays, film festival coverage, on-location stories, recommendations, latest movie trailers and much more - in short, everything you need to enhance your cinematic experience.  If you love pop culture and writing about it, then here's your chance to publish stories with Film Companion! Introducing #ReadersWrite where you can submit your stories. So get set, submit: https://bit.ly/2KaCvBL  Connect with us on Telegram here: https://t.me/FilmCompanionNews",Cine Entertainment
352,UCkul0EjxFOR2hS_0tOokGag,"Bollywood Bubble - Bollywood Bubble, is your one stop for all the hip and happening things going on in the tinsel town. From the hottest of gossips, to the latest news, events, and releases, we engage the subscribers with our crispy content, and the Bubble Bulletin makes sure that you don’t miss out on any important B-town news.  Bollywood Bubble aims at not just reaching out to the hardcore fans of Bollywood, but also catering to those who take the cinema business seriously.  Be it a peek-a-boo of behind the scenes or shaking a leg with our celebrities, Bollywood Bubble will cater to all your Bollywood related cravings.  Bollywood bubble is a Part of :   DEEP DIVE DIGITAL PVT LTD",Cine Entertainment
353,UCkJZQddO3XTCdcLjN019FjA,"PINKVILLA - Pinkvilla is the world's leading Bollywood News and Gossip Website. We are the go-to destination for the latest buzz, biggest moments, the hottest trends, and the best tips in entertainment, celebrity, fashion and beauty.",Cine Entertainment
354,UCzR7770PbrKcG9OYGzBep9w,"Bollywood Hungama - Your ultimate destination for exclusive interviews of your favourite celebrities and latest news on films, shows, music & events.",Cine Entertainment
355,UCpP-xAGNjhqMP8g_GAMENtA,"Tweak India - Founded by Twinkle Khanna, Tweak India is a space for the modern Indian woman to challenge old ideas and discover new ones. As a digital media company built by multitaskers, Tweak strives to give readers solutions that offer maximum results with minimum effort. Armed with optimism, irreverence and a thirst for knowledge, we believe nothing is sacred, except laughter.",Cine Entertainment
356,UCgbzclo4Mfy_D68w_Bm_xHg,"Tried&Refused Productions. - BOLLYWOOD ANALYSIS, DISCUSSIONS & AWESOME DANCE ROUTINES :)",Cine Entertainment
357,UCtbKZE2kYprEHHZbZwyoJqQ,"ANV Bollywood Masala - Subscribing to Bollywood's latest news, our channel ANV bollywood masala, We will bring you Bollywood, Bollywood latest news, latest news, Bollywood Bollywood masala, Bollywood trending news, Bollywood news, Bollywood today news, all new news releases",Cine Entertainment
358,UCJVfObpQaFHYn-Hp4UdqUCA,Breaking News Bollywood - Breaking News Bollywood पर दोस्तों आपको बॉलीवुड की हर खबर सबसे पहले मिलेगी    For Business enquiries: ytbusiness24@gmail.com,Cine Entertainment
359,UCNmfEa6DKdYJMO31VG7UR_g,"1moRep - Hello friends, my name is Ashiq Sulaiman. I am a fitness enthusiast and a men's physique athlete. I have been working out for a very long time and learned so much during this journey. I fee that it is my time now to give something back to the fitness community. That is the main motive behind this channel. I've seen so many English channels that educate people on health and fitness and I was surprised that there are not many people in Tamilnadu to convey the right facts and help people to understand health and fitness. So here I will be sharing my experience and knowledge of fitness, nutrition, and training.",Fitness
360,UCjvd2JmIWGsEWPmLifUS4PA,Tharun Kumar - ,Fitness
361,UCSjI-eWFgFTBJnCar7F7-EA,"FUP LUP - Fitness and Bodybuilding world.. ஆரோக்கியமான வாழ்க்கை உங்களை ஆரோக்கியமாக வாழ வைக்கும்... உங்களுக்கு உடற்பயிற்சி சந்தேகங்கள் மற்றும் பாடிபில்டிங், ஊட்டச்சத்து,பாடிபில்டிங் உணவு முறை, பாடிபில்டிங் அனபாலிக்(Injection), வீட்டு உடற்பயிற்சி, உடல் எடையை அதிகரிக்க, குறைக்க மற்றும் பல சந்தேகங்களுக்கு விளக்கம் அளிக்கப்படும்..(சாதனை எல்லாம் ‌சாதரண மனிதனின் விடா முயற்சியே) Fight ur pain and love ur pain",Fitness
362,UCtmq7PD9hfFMYOxJytijXxg,Muscle Mechanics - Tamil Fitness Channel. Subscribe to our channel to get instant articles about Fitness :),Fitness
363,UCHZLjtnLR5pTlomiRr60gvQ,Tamil tanny - A-Z for men,Fitness
364,UCeBWU9awHX3WPR7chSCoE0g,"Tamil Diet Studio - Hey , Welcome to My Weight loss Adventure.",Fitness
365,UC0KMy2IyOb8BHz05Kxz-YCQ,Sethu - self development :),Fitness
366,UCBAiv_SaeHK9LM2CmAvZtng,"Stay Fit with Ramya - Hi friends, I hope you subscribe and become my new fit friends here on my channel. This is my channel to share my DIY workouts ,home fitness routines, health n diet tips, skin hair fashion n beauty look books and more! Remember, you are a beautiful and amazing person and I hope to help you embrace that ! New Video.. Every Thursday!  ********************************** Digital Partner - Divo Divo is one of the leading digital media companies in South India working with brands and content creators across genres. ********************************** ",Fitness
367,UC6I9xtXwwo87Dik1xMPgLdw,RD Fitness Unlimited - This is professional Fitness Channel..,Fitness
368,UCOobROMopeYuTiBwFkov61w,"Thamizh Penn - வணக்கம். இந்த சேனல் பற்றி தெரிந்து கொள்ள விரும்பியதற்கு நன்றி. என் பெயர் நீலா தியாகராஜன். நியூட்ரிஷன் மற்றும் பயோகெமிஸ்ட்ரி படித்துளேன். எனது உடல் எடையில் 45 கிலோ குறைத்ததோடு மட்டும் இல்லாமல் ஐநூறுக்கும் மேற்பட்ட வர்களுக்கும் உடல் எடை குறைக்க உதவியுள்ளேன். முக்கியமாக, பிரசவத்திற்கு பின் ஏறிய  உடல் எடையை குறைத்து பள்ளி/கல்லூரி பருவத்தில் இருந்த உடல் எடைக்கு போக ஆசை பட்டால், இந்த சேனல் ஐ பொல்லொ பண்ணுங்க; உடல் எடையை அட்டகாசமாய் குறையுங்க.  ---- Hi, I’m Neela Thiagarajan. I am a Certified Nutrition Expert; Certified Weight Loss Expert; and Certified Dietary Supplement Advisor. After losing 45 kgs of my body weight, I realized how  passionate I am about health and fitness. I am on a mission to help super busy mothers permanently get back your college body, energy, and confidence.   If you're on a journey to lose weight and stay fit for the rest of your life, and want to learn the fastest, sustainable and proven ways to get there, subscribe to my channel. ",Fitness
369,UCeBWU9awHX3WPR7chSCoE0g,"Tamil Diet Studio - Hey , Welcome to My Weight loss Adventure.",Fitness
370,UCrhW0zH2rAUX1pvpyj2IYgA,Tamil Health&Fitness Care - FOR ADVERTISEMENT AND ANY BUSINESS ENQUIRY CONTACT udhayaprakash48@gmail.com,Fitness
371,UCr8mTakhc_Xg8RZWorwrSjg,"Fit & Food Tamil - Welcome to Fit & Food Tamil ! I am a fitness enthusiast from India - Chennai TamilNadu. Fitness doesn't necessarily mean making bulky muscles. To me, it is to stay healthy and feel good about our bodies. I am not the fittest person,  but I try to stay on track and constantly learn new things on the way.  In this channel , I show how to make easy and healthy recipes & Workout to stay fit, Popular product reviews, quick healthy recipes, workout tips, workout videos and more!  SUBSCRIBE and HIT THE BELL icon to get notified whenever I upload a new video.  Contact me - weightlosstamil@gmail.com Instagram - Fit & Food Tamil Facebook - Fit & Food Tamil   Thank you for visiting, Fit & Food Tamil",Fitness
372,UCGUVM0zjrk9E21FVXXKVZIQ,"PRO TAMILAN FITNESS - Hello Guy's. Welcome to Our channel. Our Content based on : Fitness, Home Workouts, Running Tips, Beauty Tips, Lifestyle , self-care, Hair care, skin care, Etc.. All the Videos Definetly Help your life Anytime. Don't miss that . If you Follow our channel Definitely  I give you for Extra life . Don't forget subscribe to our channel . For promotion contact : Email : antonysamya1999@gmail.com  I wish you for your good health. PRO TAMILAN FITNESS. Channel Started : 29.09.2020 Stay connecting Guys. ",Fitness
373,UCGIKZSgQhPBu52HpzxcQm_Q,InStrength By Strength India Movement - Tamil  - Strength India Movement - தமிழ் தளத்திற்கு உங்களை அன்புடன் வரவேற்கின்றோம்.  இது ஆரோக்கியமான வாழ்க்கை வாழ்வதற்கான வழிமுறைகள் மற்றும் நோய்யற்ற வலிமையான சமுதாயம் படைக்க எங்களது முயற்சி. வாருங்கள் வலிமையான இந்தியாவை உருவாக்குவோம்,Fitness
374,UCzCh7sWSrJgWbnz9uKe3TBw,Fitness in tamil - Fitness in tamil Workout Splits Lose or Gain Weight Transform your body Burn Fat & Build Muscle with US.,Fitness
375,UCt9rI_drRfE9mWXjqaNoLBg,"Albie Avaranga - Hi friends.. I'm albieavaranga..i got a Mr.Ramnad first.. waiting for Mr.tamilnadu.. Waiting for Tamil Cinema chance... Professional fishermen.. My hobbies Cricket, Workout.. Follow my YouTube channel for more workout videos..   My number : 8248092363 WhatsApp Number : 7708773804",Fitness
376,UCHZLjtnLR5pTlomiRr60gvQ,Tamil tanny - A-Z for men,Fitness
377,UCdu2WcK-NL0Fp-ojTyaZHbw,Fitness Prasanth - ,Fitness
378,UCuHiIvJ_AdOXZXYsGIdNuWA,"AK BODYBUILDING & FITNESS - Fitness & Bodybuilding - will allow you to achieve great results, within a short period of time. You can create your own program that will fit your needs. In addition, Fitness & Bodybuilding is an extensive database of exercises for every muscle, with a detaileddescription and video for each exercise.",Fitness
379,UCiOwiGKRISPqx4y5NCwjLWA,Ursfit Manohar - Hey you welcome to my fitness world many interesting workout & diet tips and fitness flops and vlogs gonna be live stay tuned and don’t forget to subscribe Ursfit Manohar👍,Fitness
380,UCIKhrCDBQnShE0XkJbXVknw,"Lazy muscle - Lazy muscle is all about how to achieve everybody's fitness goals in a proper and realistic time frame. Guided by Rohith Gollena who is a certified Fitness expert, certified personal trainer and also a functional trainer in a Global fitness studio in Hyderabad. Muscle building or fat loss as a matter of fact any technical thing is always a LAZY one if there is no proper guidance towards achieving it. You can always stay committed to your goals if there is a committed guidance.",Fitness
381,UCuphZ5BwKpxwqGDJBe6VRyg,Krish Health And Fitness - ,Fitness
382,UCMS6jAdlfsDW2l6yGYtd18A,"Venkat Fitness Trainer - Venkat Fitness Trainer Best Telugu Fitness Trainer in India. From South India Hyderabad. Certified Trainer who trained hero Sunil, Ram, and so many celebrities. He gives best six pack tips, diet plans nutrition etc. Experience different training movements, exercises and timing to achieve incredible results to transform your body. Venkat is a famous Fitness Trainer and he serves as a mentor to this elite group of people in India. His passion and determination for building a better, stronger, healthier body and mind pushes him to achieve great things for himself physically and mentally, thus enabling him to motivate and inspire his followers and fans across the world to achieve greatness for themselves.",Fitness
383,UChA02dyIgEx_M3hrgIdU1dg,"Telugu Fitizens - Main Intention of this group is to spread the fitness and nutrition related science based knowledge mainly in our Telugu community.  And will be discussing about the fitness and nutrition queries in detailed simplistic way as possible in pure Telugu Language .   So every Telugu person can easily get relate to it and understand the basic science behind it.  So, please feel it like your group and try to invite as many as possible who are interested in fitness ,nutrition healthy life style but lacking in motivation and guidance.  Main Motto of this group is to make this group as one stop solution for all fitness and nutrition related queries in our Telugu community.  We work together and Get fit together  #telugufitizens #telugufitness #teluguhealth #sixpacktelugu #telangana #andhra ",Fitness
384,UCIRIZgIHA7VuHptq1hjVMOg,Train with Abhi (SCIENCE & FITNESS) - fitness information / TELUGU FITNESS / WORKOUTS /LIFESTYLE ,Fitness
385,UCzgl-Td8QgEjZ1-IJJP0X5w,Toughhguy - fitness channel  diet plans telugu fitness vlog  telugu vlog  nutrient values,Fitness
386,UCP2q12OYjV-2Hj-Suzsqz0Q,"SRI BODY GRANITE - BODY GRANITE the name itself is enough for the fitness lovers. Located in the heart of A.S.RAO , on the main road of high tension road,  Hyderabad. Here to speak about the trainers is very important. They are highly qualified in weight training , yoga  , power yoga, aerobics , Bollywood dance ,  Cardio workouts,six pack , abs ,apart from this training , physiotherapy is given to the clients. Sometimes clients are taken to the ground to feel the fresh air and special activity is carried on. Every day is a new day at the gym. coze   the ambiance is very friendly. Trainers here are very cordial with the clients. Mr. India year 2004 ,laxmikanth g sri the owner , trainer, guide, the best guru , with a smiling face makes  the training easy n comfortable. Every client here is given personal attention, care and also diet to follow to loss weight and desired body to achieve it.",Fitness
387,UCsOuNKTo9lvc3y9mZxc3Pww,Moustache Muscle Telugu - ,Fitness
388,UCwZX6xBHJANDkF1KT-NQqQw,"VISHWA’S FITNESS - Welcome to the official channel of Actor Vishwa yours Fitness Icon. I am the first Tollywood Actor to have own youtube channel. I am a Fitness Enthusiast from Hyderabad, India. Fitness doesn't necessarily mean making Bulky Muscles for me, it is to Stay Healthy and Feel Good about our body because fitness is not a destination it's a way of life. Here I am going to connect with all of you showing you a Glimpse of my life be it Fitness, Yoga, Health, Motivational Videos, Diet and more.  ""THE ONLY WAY TO DO GREAT WORK; IS TO LOVE WHAT YOU DO""  *Please note that Actorvishwaofficial@gmail.com is the only official Id of the channel.",Fitness
389,UChy4qc0Gt26NsMfldeQ2DMQ,"Kush fitness - राम राम जी Desi boy Welcome to Kush fitness इस चैनल पर मिलेगी आपको यह जानकारियां-Exercise,desi diet, beauty, घरेलू नुस्खे,beauty information,how to be fit desi nuskho se, bodybuilding information,home workout, motivational, educational,workout, Fitness! इस चैनल का मकसद है कि आप लोगो को देसी एक्सरसाइज बता कर और देसी डायट बता कर,घरेलू उपाय बता कर घर पर ही फिट रख सके।  Inquiry for-lalitkush355@gmail.com",Fitness
390,UCDWVNwQce16D16tPc5NBYlQ,"Fit Tuber Hindi - Welcome to Fit Tuber Hindi!  I am a fitness enthusiast from India. Fitness doesn't necessarily mean making bulky muscles. To me, it is to stay healthy and feel good about our bodies. I am not the fittest person,  but I try to stay on track and constantly learn new things on the way.  On this channel, you can expect lesser known health tips, popular product reviews, quick healthy recipes, workout tips, motivational videos,workout videos and more!  I upload new video every Friday at 7 PM(IST) . SUBSCRIBE and HIT THE BELL icon to get notified whenever I upload a new video.   Thank you for visiting.  I wish you good health. Fit Tuber  P.S. -  Please note that hellofittuber@gmail.com is the only official email id of Fit Tuber. All other email ids should be treated as scam. Thank you!",Fitness
391,UCE_btxAOsEVKw9LwNZPtDxg,"Amit health & Fitness - Most Welcome To My Channel  🙂 Amit Health & Fitness 🙂  I am fitness trainer and certified nutritionist from last 10 years   My Channel Is Mainly Focused About  1. Health Tips 2. Fitness Tips 3. Weight loss 4. How to eat healthy 5. Fitness and nutrition 6. Bodybuilding  7. Gym, health & beauty 8. Diet,Styles as well  🙂Keep support🙂 Subscribe My channel  #Amit health & Fitness.  Like Comments Share",Fitness
392,UCaebxrfVje2g0nRQ92D8DfA,"Desi Gym Fitness - my name is Santosh Kumar and I am a Fitness trainer and motivater I  upload fitness and bodybuilding videos in this channel.  All type of fitness videos like muscle building, weight loss and other fitness program. Home workout and bodyweight workout in desi style. bodybuilding,fitness,cardio,muscle,motivation,transformation,fit,gym,workout, exercise, running,supplement,cycling Desi Gym Fitness,Desi Gym, Bodybuilding,health, transformation,hard work,  For sponsorship and inquiry desigymfitness@youthoverseas.com",Fitness
393,UChXRi2xTPZ8J5lznBNuMCOw,Rohit Khatri Fitness - * SPORTS SCIENCE NUTRITIONIST *  For Online Coaching Contact Me On : - Instagram - rohitkhatrifitness  - Email         - rkhatri409@gmail.com  Brands : rohitkhatribiz@gmail.com  Thankyou.,Fitness
394,UCKPDbO0bRmuMUdEB9je5_wQ,"Fitness Fighters - Fitness Fighters is all about teaching you about Fitness, We make & share free videos of home Workouts with proper diet plan.  No matter how your body is Fat, Skinny, Overweight,  Short stature etc. Millions of people have trusted our guidance and joined us in the journey of making our Youth Fit & Strong.   Business / Inquires  Email : fitnessgeekmontu@gmail.com  Fitness Fighters provides you:  • Free Home Workouts  • Free Diet Plan  • Running Tips & Techniques • Safe Products Review • Bricks Workouts • Gym Workout Videos  • Interview Videos with Bodybuilders, Celebrities, Fitness Athlete and many more.. !  Please Subscribe to start making yourself Fit & Strong now.  ",Fitness
395,UCU3juAek2IQClkV7eUw-a2w,MY BOLLYWOOD BODY - Now you can TRAIN with SUNNY!  Please Sign up at http://mybollywoodbody.com/index.php/training,Fitness
396,UCZeiFzYDW2MRYUCfk6_IuJQ,"Gatello - Welcome to Gatello  I am Rekha Mhatre ! Nutritionist & Fitness Expert   This channel is all about Good health, Fitness, Beauty, Skin &hair, Lifestyle changes solutions with Nutrition & exercises. Knowledge about Nutrition food resources & exercises to live healthy lifestyle.  --------------------  For personal weight/fat loss, healthy lifestyle consultant • Email me : gatellonutrifit22@gmail.com  • Instagram : gatello_nutrifit  If you like my videos then do subscribe to my channel. Please give a big fat thums up & leave a comment. It motivates me & means a lot.  Thank you for visiting.Take care of your health ____HEALTH IS WEALTH!  #gatello-Nutrition Fitness   https://www.facebook.com/rekha.mhatre.7777",Fitness
397,UCPMqs8vxEwbie26nFA3ykAw,"Health Time - In this channel we care for your health & future. Information belonging to your health & fitness, that's gives you stamina, disease free and healthy lifestyle.  Health Time provides you information about beneficial  fruits, vegetables, nuts, Yoga, Exercises & other natural things. So please stay with us and change your lifestyle into healthy lifestyle because you are precious for your family.",Fitness
398,UC66Myveo_O0VetLm-4aSNTw,"Nikhil Nautiyal Fitness - Hi, My name is Nikhil Nautiyal and I'm an ACE Certified Personal Trainer and ISSA Certified Fitness Nutrition Specialist. The goal of this channel is to bring you along in this journey of making this world a Healthier and Happier place. Feel free to contribute your Thoughts and Ideas through comments. Love you all ❤️",Fitness
